rainfall_72h_mm,rainfall_threshold_mm,soil_saturation_ratio,terrain_slope_degrees,drainage_capacity_mm_day,elevation_meters,river_distance_meters,past_recurrence_count,vulnerability_svi,flood_hazard_occurred
42.4,70.3,0.723,9.9,114.5,26.8,1981.7,2,79.5,0
17.0,75.2,0.516,5.5,98.8,239.0,559.8,2,29.6,0
26.2,88.9,0.777,1.8,31.5,14.0,277.4,2,82.0,1
105.4,77.9,0.61,2.5,149.2,778.7,53.2,0,51.4,1
29.6,82.7,0.774,3.2,49.0,1078.1,769.4,3,31.8,1
14.4,93.4,0.895,1.8,86.0,296.0,571.4,5,94.3,0
33.3,80.7,0.417,2.7,152.9,1112.8,1021.4,0,28.8,0
23.7,65.5,0.722,2.9,58.4,77.0,300.0,2,88.8,0
166.0,83.6,0.719,5.0,28.0,1121.7,2406.5,1,15.0,1
102.5,74.6,0.422,10.1,91.2,425.2,407.7,2,50.0,0
44.1,71.0,0.617,18.3,55.2,126.2,358.1,7,17.4,0
30.7,73.0,0.83,4.4,103.6,585.6,836.4,2,88.0,1
56.1,79.1,0.703,4.1,135.3,311.8,879.0,0,25.1,0
30.0,103.8,0.587,3.1,94.0,345.4,340.6,4,68.8,0
270.2,95.4,0.415,5.4,112.1,372.2,430.7,0,65.5,1
161.9,91.7,0.536,1.9,114.9,964.6,273.2,1,77.3,1
50.2,80.9,0.849,20.0,135.8,649.3,1571.0,0,74.8,0
25.3,55.1,0.795,5.3,117.9,377.0,1814.1,1,17.6,0
60.9,73.7,0.758,2.7,156.8,734.3,794.6,1,46.1,1
36.1,99.7,0.34,2.0,86.6,860.8,1552.5,1,40.8,0
34.9,76.3,0.818,2.0,31.8,330.8,1647.9,1,92.8,0
35.8,86.0,0.541,5.5,78.2,499.2,228.6,1,77.0,0
34.4,66.3,0.702,2.3,138.4,150.7,4114.0,1,71.6,0
21.1,105.4,0.128,3.2,43.0,221.5,2114.7,5,50.4,0
145.5,105.8,0.773,3.0,124.4,818.9,324.5,2,86.3,1
34.5,63.0,0.528,3.8,97.3,221.8,297.2,4,16.3,0
64.8,94.8,0.821,5.2,146.6,632.6,211.1,1,33.3,0
100.7,59.1,0.599,1.5,123.7,852.3,228.7,2,70.6,1
24.1,87.9,0.781,2.0,114.2,132.7,1704.8,2,55.7,0
125.9,64.8,0.374,15.3,144.7,682.9,811.1,4,57.7,1
45.3,63.0,0.671,16.8,147.6,311.6,1883.1,2,48.3,0
35.2,55.2,0.568,3.9,77.0,1155.7,1695.7,2,28.3,0
10.3,106.7,0.676,23.3,150.3,582.8,1163.5,3,28.3,0
220.7,100.6,0.622,3.7,32.4,968.2,1441.4,3,38.6,1
19.3,59.3,0.648,8.3,127.9,662.5,72.2,1,52.5,0
7.6,88.0,0.736,6.0,70.4,56.9,498.4,2,80.9,0
202.3,67.8,0.555,2.8,90.8,761.6,1268.7,3,50.7,1
4.0,69.5,0.48,15.0,137.8,1141.9,61.3,1,86.8,0
65.4,103.1,0.567,2.8,111.0,723.9,90.2,4,24.6,1
20.9,61.3,0.878,1.5,86.8,983.9,2341.7,5,36.7,0
107.6,88.1,0.701,1.5,47.1,1061.6,1432.5,1,20.6,0
28.8,77.1,0.71,3.5,151.8,277.6,420.1,1,55.8,0
56.5,65.5,0.848,4.4,69.9,258.4,1447.6,0,22.2,0
25.4,79.9,0.522,5.2,38.7,735.1,1936.9,1,78.7,0
26.5,106.7,0.586,20.4,101.2,496.2,489.7,5,18.2,1
172.6,98.0,0.492,1.5,79.8,1008.6,94.0,1,53.0,1
53.1,62.3,0.845,4.3,104.7,1080.5,3289.7,3,48.6,1
354.2,101.7,0.243,15.5,56.5,427.3,558.1,3,31.2,1
13.2,106.6,0.79,3.6,76.1,288.1,185.1,0,61.9,1
170.8,70.2,0.543,5.5,156.3,937.7,862.4,4,45.9,1
188.4,73.3,0.776,2.1,151.4,333.4,1805.6,2,30.8,1
120.7,61.9,0.703,14.4,141.7,988.0,350.7,2,81.1,1
14.9,74.0,0.558,21.7,130.2,511.4,426.8,1,67.9,0
163.6,92.0,0.667,5.5,46.1,802.7,383.6,4,16.0,1
37.0,70.0,0.747,4.7,88.0,119.2,5795.9,6,55.1,0
171.4,55.4,0.831,3.2,123.3,750.5,313.9,1,36.7,1
163.2,73.6,0.771,22.0,60.3,544.9,1078.3,4,88.2,1
14.1,79.9,0.771,17.8,29.5,706.0,3162.6,1,73.0,0
95.6,86.1,0.849,0.7,81.4,205.8,240.6,1,63.9,1
120.2,92.6,0.957,5.6,82.4,885.6,4292.5,2,22.1,1
58.7,58.4,0.866,11.0,33.8,1036.0,3585.8,0,89.5,0
44.4,80.8,0.702,3.0,68.3,264.0,2640.9,1,26.5,0
161.5,69.6,0.545,8.4,148.8,119.4,339.8,2,51.1,1
96.3,107.1,0.341,1.4,58.8,33.2,1256.3,3,69.5,0
151.1,74.8,0.747,4.9,101.8,772.2,1767.0,3,54.6,1
54.1,60.5,0.448,11.5,90.9,730.5,5174.8,3,85.6,0
117.8,57.3,0.613,3.2,141.4,658.3,288.8,0,81.8,1
37.7,69.6,0.357,23.6,113.2,282.2,1793.1,1,25.8,0
126.1,64.8,0.951,1.3,46.4,472.1,546.4,4,64.4,1
170.5,90.7,0.618,0.9,44.3,715.4,281.8,1,19.2,1
7.8,101.6,0.649,3.6,100.3,598.6,706.5,0,72.6,0
169.2,72.2,0.643,2.4,31.3,1185.4,1944.9,5,73.9,1
114.0,86.8,0.737,3.8,78.1,168.0,800.2,1,42.6,1
28.7,95.2,0.409,23.1,78.9,835.7,975.4,4,77.9,0
53.9,76.9,0.958,7.4,51.5,488.2,6446.9,2,67.2,0
72.6,58.6,0.745,1.5,65.6,516.7,661.2,2,55.3,1
110.4,67.6,0.483,3.6,69.5,862.5,1196.7,4,51.4,1
8.0,103.6,0.907,9.1,26.6,832.5,595.4,6,23.7,1
60.2,100.3,0.554,22.9,133.8,1189.6,648.6,3,57.5,0
154.6,59.8,0.677,2.7,154.3,158.4,1477.5,2,27.5,1
16.3,67.3,0.873,13.4,64.1,129.4,3384.6,6,67.5,0
47.8,97.3,0.965,22.0,40.1,870.6,988.0,1,62.6,0
6.6,81.7,0.406,2.0,153.7,696.2,1805.3,2,38.2,0
47.6,96.8,0.714,1.0,125.0,332.6,162.1,3,34.8,1
230.8,66.6,0.257,3.6,145.3,99.9,334.6,4,53.1,1
179.0,107.4,0.913,4.2,73.7,107.4,886.9,2,56.0,1
107.8,98.1,0.418,3.3,90.3,1073.6,74.3,5,78.8,1
40.3,65.9,0.584,17.4,150.6,234.3,399.8,0,39.3,0
52.8,85.7,0.639,23.5,87.0,391.4,924.3,2,47.3,0
261.3,61.2,0.955,0.7,115.7,275.9,68.1,5,42.5,1
153.2,74.9,0.7,2.2,120.1,429.2,418.7,4,46.5,1
17.2,91.3,0.75,3.3,138.0,88.0,915.9,2,60.4,0
17.3,73.2,0.495,3.1,156.6,625.3,1071.6,3,59.6,0
32.1,91.1,0.355,14.2,70.2,85.8,3170.4,2,43.9,0
37.0,68.5,0.802,6.3,58.4,961.4,1293.9,6,63.2,1
33.9,94.7,0.375,2.8,35.5,284.3,692.8,2,64.3,0
160.1,74.8,0.36,4.3,140.6,650.3,3247.1,0,57.2,1
141.9,98.5,0.949,17.9,64.5,1056.7,1893.9,0,51.2,0
111.0,62.5,0.854,7.2,31.7,782.8,317.8,2,21.2,1
8.3,74.9,0.877,5.7,141.8,641.9,218.3,6,58.3,1
254.8,80.5,0.459,21.4,93.8,392.6,1401.7,4,72.0,1
44.1,78.3,0.819,11.6,138.2,402.9,1034.9,5,32.2,1
146.2,78.8,0.887,4.8,99.9,805.0,1920.9,3,77.2,1
74.4,79.5,0.219,2.0,67.4,1193.0,1661.0,3,61.9,0
48.6,109.4,0.802,15.6,42.5,795.9,1227.7,2,34.0,0
10.4,65.6,0.455,4.2,84.0,671.6,5205.7,2,28.0,0
328.6,97.3,0.72,12.4,28.6,878.1,965.2,0,34.6,1
108.7,85.3,0.811,5.1,106.3,560.9,194.0,4,75.7,1
42.9,77.7,0.819,4.5,82.7,76.9,2164.2,1,35.0,0
18.8,89.8,0.852,2.3,44.1,676.9,398.2,2,69.7,1
36.9,101.9,0.69,17.6,96.6,1149.4,1852.3,3,58.7,0
293.0,80.7,0.493,5.5,133.1,214.5,3828.9,1,58.7,1
126.6,102.6,0.758,2.7,156.6,829.6,1482.0,4,83.2,1
37.5,60.2,0.1,4.6,96.2,245.1,1137.7,1,85.0,0
57.8,90.9,0.661,1.5,42.5,645.3,790.3,2,58.0,0
57.0,73.3,0.652,1.9,134.4,120.5,593.8,3,20.2,1
27.2,76.3,0.535,1.3,118.9,543.2,572.5,1,27.9,0
110.6,86.4,0.588,3.6,153.8,908.6,1264.0,2,90.9,1
20.8,81.4,0.81,3.0,97.3,420.3,1719.7,5,25.8,1
98.7,76.0,0.565,5.3,73.2,799.6,1411.8,1,81.8,1
42.6,72.0,0.966,5.5,155.0,955.6,315.4,2,58.2,1
101.5,89.0,0.66,4.1,97.7,1113.0,867.4,4,24.1,0
56.4,82.8,0.742,4.0,27.1,285.4,1932.2,2,88.6,0
26.1,72.8,0.622,4.5,88.9,482.2,824.8,4,89.2,0
8.4,66.3,0.915,20.5,25.3,187.1,973.1,4,64.2,0
18.9,97.6,0.663,2.2,124.6,1191.0,1819.6,2,46.1,0
11.9,99.0,0.77,10.7,101.4,1112.8,1349.0,0,63.6,0
322.2,66.8,0.764,17.7,39.8,650.2,681.8,4,65.2,1
3.1,69.4,0.747,10.3,134.8,1011.2,2759.3,4,64.8,0
31.3,68.2,0.425,16.2,97.4,627.5,262.9,3,73.7,0
6.4,103.7,0.821,20.2,40.4,750.2,6538.8,1,20.4,0
57.5,97.6,0.404,5.9,46.6,111.5,201.8,2,23.2,0
9.3,59.1,0.456,0.7,136.0,907.5,68.1,4,37.6,1
145.3,100.8,0.88,3.3,73.0,157.6,2698.9,6,43.0,1
131.3,57.0,0.423,1.3,135.8,992.2,387.2,2,66.0,1
47.4,68.9,0.778,3.7,34.4,939.5,1619.9,0,28.8,0
45.5,105.5,0.593,14.0,57.9,851.9,2049.3,3,58.3,0
23.1,102.5,0.44,1.5,128.2,48.2,2400.7,3,29.8,1
41.6,98.0,0.589,14.5,111.6,367.2,5784.6,1,43.4,1
139.2,80.2,0.701,0.8,66.4,319.4,467.8,1,89.8,0
100.5,72.7,0.644,4.6,151.4,435.4,1536.5,3,86.7,1
28.8,103.5,0.47,10.5,53.5,109.7,197.1,1,91.2,0
44.8,91.1,0.649,5.3,139.7,1124.7,676.7,2,62.3,0
198.3,71.3,0.652,4.1,118.9,666.8,2310.4,2,55.1,1
139.3,80.5,0.354,19.6,41.4,370.1,600.0,1,82.9,1
149.6,103.5,0.416,3.1,99.9,479.4,1123.1,2,21.4,1
154.5,104.7,0.849,4.2,150.5,539.4,890.9,4,93.3,1
51.6,91.3,0.457,1.9,108.6,722.7,1296.0,1,52.0,0
30.0,95.3,0.663,22.9,96.4,621.2,4379.6,4,69.1,0
155.0,57.2,0.696,5.7,74.5,1103.7,118.8,1,73.3,1
107.3,88.3,0.56,17.7,131.5,598.9,1073.9,1,65.3,0
57.3,92.9,0.823,23.9,148.3,1190.6,2435.6,5,86.3,0
52.2,56.1,0.598,3.9,126.7,1022.5,837.9,0,38.1,0
272.9,101.4,0.698,1.4,122.9,254.2,148.1,4,57.6,1
80.8,106.1,0.373,0.6,51.0,1117.1,1036.6,2,49.4,0
16.7,68.1,0.588,6.7,137.6,144.1,534.3,2,71.3,0
162.5,101.5,0.616,2.1,30.5,981.9,252.0,0,46.6,1
65.3,91.6,0.814,4.7,127.2,459.8,2318.8,1,86.4,0
93.4,86.9,0.953,18.7,53.5,1054.2,934.8,1,54.2,0
168.4,101.4,0.321,17.4,90.8,1042.3,3298.6,0,57.9,1
265.0,70.7,0.807,11.2,118.9,968.1,2018.0,3,54.5,1
54.5,98.5,0.91,2.2,127.5,949.1,1467.0,2,64.8,0
350.4,72.3,0.91,3.4,144.9,369.1,56.0,3,55.8,1
173.0,98.3,0.816,4.6,63.1,101.7,720.0,1,90.0,1
108.5,79.8,0.311,16.8,55.3,486.6,314.0,2,25.5,1
25.7,61.4,0.82,3.3,159.5,212.4,2950.2,4,16.1,0
240.9,76.0,0.9,18.7,53.0,835.5,280.2,2,56.7,1
91.3,67.8,0.726,9.2,114.8,418.6,454.3,4,76.2,1
129.8,60.5,0.413,3.3,153.6,1170.9,922.9,7,66.9,1
56.7,61.1,0.911,9.2,146.0,771.0,416.8,5,92.0,0
27.9,97.9,0.727,5.0,84.8,987.9,332.7,0,29.6,0
19.7,103.5,0.335,16.2,111.1,163.4,1146.8,4,70.5,0
52.2,106.0,0.794,5.6,96.4,1035.1,161.8,1,80.3,0
22.9,102.0,0.541,2.4,71.8,1107.7,121.9,3,88.0,1
250.2,100.7,0.43,2.1,44.5,587.0,608.7,0,57.3,1
59.2,58.8,0.318,5.0,133.5,729.5,1580.4,1,44.0,0
149.1,98.5,0.689,5.3,37.2,918.9,1021.1,2,91.4,1
65.6,98.1,0.571,23.1,107.3,213.9,709.6,3,78.3,0
93.1,62.2,0.717,5.5,105.2,605.6,1051.0,5,52.7,1
139.6,91.4,0.537,3.9,70.2,481.4,595.8,4,67.1,1
11.2,79.9,0.523,3.2,43.3,179.9,3351.4,3,37.3,0
9.4,104.5,0.729,14.0,133.0,444.2,117.8,2,64.2,0
93.2,93.2,0.415,2.7,87.4,86.5,1392.8,2,58.2,0
10.9,107.3,0.637,12.8,122.9,35.8,2712.8,4,18.1,0
51.2,60.8,0.942,0.6,27.2,166.5,2004.9,0,84.3,0
135.8,57.2,0.61,1.7,35.1,1155.9,294.1,1,54.2,1
155.1,108.5,0.63,1.5,48.7,661.7,471.0,2,53.4,1
48.9,59.4,0.95,2.2,40.4,1159.2,1565.0,0,37.7,0
54.8,76.2,0.862,20.3,50.9,521.8,155.6,3,30.7,0
314.5,90.7,0.33,1.2,117.7,377.6,2054.7,2,38.3,1
29.7,103.4,0.534,7.7,31.3,609.8,1572.9,3,67.0,0
14.2,69.0,0.888,15.4,30.1,530.2,1619.5,2,22.8,0
31.7,56.6,0.267,3.8,29.3,131.3,176.8,0,41.6,0
141.0,83.7,0.567,1.8,119.2,770.8,1568.0,1,93.3,1
75.0,80.9,0.708,11.1,97.4,263.2,1416.6,1,36.7,0
14.7,71.9,0.412,5.7,75.0,745.4,2182.9,1,92.3,0
62.9,103.1,0.441,2.0,116.2,782.0,101.0,2,23.4,1
322.2,96.2,0.867,21.7,99.7,186.7,78.1,2,78.5,1
42.5,102.2,0.938,4.7,26.0,78.3,610.2,2,50.2,0
72.2,63.9,0.669,5.6,138.2,938.0,243.3,2,30.6,1
98.6,93.1,0.832,3.8,72.3,554.5,1030.8,1,78.0,0
30.7,108.6,0.525,22.9,78.9,74.5,3041.8,0,15.6,0
92.3,88.7,0.752,4.3,130.6,1193.9,646.1,0,42.8,0
63.6,64.4,0.367,3.9,50.3,74.0,2286.8,3,63.4,0
99.9,109.8,0.917,2.5,26.4,835.6,50.3,1,33.5,1
303.1,84.1,0.316,12.1,147.7,1180.5,271.4,2,41.6,1
82.5,101.2,0.829,3.7,93.2,290.8,87.1,1,22.3,0
21.6,63.2,0.7,7.9,72.2,175.0,527.3,4,83.3,1
51.9,91.6,0.63,0.9,135.6,150.1,2915.6,3,48.8,0
47.9,105.2,0.705,3.3,28.5,367.4,172.4,3,26.6,0
12.1,84.3,0.688,2.7,52.3,125.7,1168.9,1,30.9,0
45.6,70.9,0.525,0.6,46.0,832.1,770.7,3,37.0,0
128.1,62.0,0.586,9.9,124.6,79.4,3395.8,2,33.4,1
261.1,71.3,0.718,1.2,67.1,613.8,206.8,0,55.3,1
27.3,74.5,0.495,2.4,129.3,1196.1,336.0,2,87.4,0
79.8,94.0,0.816,1.0,30.6,977.7,86.0,3,29.7,1
25.8,64.8,0.779,1.6,107.1,740.2,732.9,3,51.3,0
155.2,60.8,0.603,5.3,68.0,371.0,440.6,1,68.1,1
22.8,76.3,0.667,0.6,50.2,750.6,2497.4,3,29.7,0
142.9,80.2,0.915,3.4,135.3,634.8,1164.5,0,27.3,1
170.3,89.6,0.319,2.8,80.7,514.2,1192.6,1,27.4,1
120.8,93.9,0.606,5.1,102.2,161.2,960.9,2,85.6,1
9.0,103.9,0.618,17.9,29.5,1064.5,165.6,0,71.9,0
64.1,70.9,0.98,19.1,131.9,542.5,756.6,2,41.9,0
272.7,84.1,0.715,18.2,63.7,237.6,8000.0,1,87.2,1
7.1,75.1,0.448,3.5,118.6,444.5,2213.8,1,91.3,0
20.0,55.1,0.538,12.5,127.7,499.9,2737.1,5,46.9,0
45.3,86.9,0.825,2.8,40.8,993.9,2129.5,3,55.8,0
18.9,99.9,0.662,1.8,64.9,881.7,180.5,3,43.6,0
20.8,57.0,0.45,0.8,122.7,924.3,359.7,2,33.2,0
42.8,55.2,0.758,3.5,56.3,18.2,53.8,0,77.4,1
165.3,95.0,0.85,4.2,139.5,502.3,484.0,2,66.9,1
9.7,92.6,0.618,5.6,67.1,580.2,188.0,2,44.4,0
112.2,77.3,0.55,20.6,79.3,27.9,818.2,1,16.2,1
194.4,91.4,0.732,2.2,38.5,315.5,1406.6,1,76.1,1
338.4,107.4,0.369,17.4,44.9,913.5,2540.6,3,53.2,1
34.1,68.6,0.82,24.4,62.2,168.8,1709.8,1,20.8,0
100.1,68.5,0.412,21.2,31.6,644.7,3398.1,3,25.0,1
173.0,65.2,0.692,3.2,51.1,262.2,116.5,1,65.3,1
293.7,94.8,0.376,4.4,80.2,19.5,64.7,5,58.7,1
14.0,74.4,0.487,18.1,76.3,293.2,1349.3,1,34.2,0
39.4,109.4,0.472,17.7,51.8,1171.2,459.9,1,26.2,0
93.0,94.3,0.798,0.6,35.9,962.8,400.8,2,85.8,1
26.5,75.2,0.33,4.0,67.9,1151.7,532.2,2,25.8,0
17.0,63.2,0.672,8.8,125.6,588.0,427.3,3,21.9,0
348.7,87.6,0.709,1.5,93.9,136.1,909.5,0,64.6,1
10.4,71.2,0.705,8.8,152.8,659.8,746.1,0,35.2,0
14.5,104.8,0.564,2.9,43.9,548.0,912.0,5,67.5,0
32.8,79.3,0.759,1.0,53.0,1014.0,1390.3,2,54.1,0
134.9,71.1,0.714,2.8,62.8,122.2,637.5,2,31.9,1
2.0,87.4,0.757,10.7,26.8,588.4,397.3,4,20.6,0
32.0,62.5,0.497,22.2,152.4,184.3,268.1,1,20.7,0
164.0,85.9,0.666,4.1,85.1,393.0,566.0,1,61.9,1
116.4,58.1,0.625,0.7,90.0,886.1,1674.9,3,75.7,1
11.0,88.4,0.402,2.9,46.3,573.8,1746.2,4,70.2,0
328.1,84.2,0.26,17.9,142.8,454.2,1369.2,2,62.4,1
41.2,83.6,0.728,5.7,118.5,476.4,369.9,4,31.9,0
108.9,92.6,0.877,0.7,83.2,554.0,1114.3,0,83.9,1
126.7,57.4,0.626,1.0,143.5,943.1,1064.7,1,65.3,1
21.4,80.3,0.322,7.6,147.2,1071.0,844.6,4,70.5,0
81.8,79.4,0.442,22.0,31.7,1146.6,1008.2,3,32.9,0
166.3,80.3,0.83,4.2,41.1,945.3,862.2,5,35.9,1
165.3,108.9,0.888,4.7,28.7,381.9,1050.2,6,87.6,1
36.5,62.7,0.53,2.2,103.5,827.3,1558.5,2,53.1,0
99.7,93.0,0.706,22.2,54.4,527.9,189.3,1,59.3,0
169.7,77.1,0.643,1.1,139.1,309.3,1711.8,2,23.9,1
142.8,83.1,0.894,2.6,87.9,1009.8,225.3,4,46.6,1
102.3,96.9,0.561,17.3,138.1,50.9,132.7,2,86.0,0
183.9,63.7,0.747,5.1,100.0,1082.6,4529.6,5,87.0,1
59.6,97.0,0.748,6.0,132.5,556.5,3825.6,0,73.4,0
28.9,58.9,0.559,2.4,75.2,766.5,124.8,5,58.7,1
56.3,81.6,0.604,5.1,152.6,792.9,752.8,2,89.5,0
234.1,95.8,0.695,5.0,115.1,1074.7,297.3,3,84.7,1
39.4,65.6,0.857,0.9,105.4,765.8,847.1,1,82.7,1
68.0,97.4,0.499,1.8,72.6,738.7,2177.6,3,85.5,0
111.9,64.2,0.445,2.5,151.5,84.6,3659.7,1,51.3,1
314.4,99.0,0.838,1.4,70.6,624.5,1257.0,1,57.0,1
56.3,80.8,0.386,2.9,137.8,184.5,574.2,0,48.9,0
39.4,92.7,0.808,3.8,79.6,886.2,1159.6,3,74.2,0
96.9,105.5,0.79,5.9,128.6,617.1,498.8,2,62.4,0
255.6,77.5,0.524,4.0,148.1,817.9,2937.2,5,20.6,1
11.0,67.8,0.606,2.8,87.9,54.8,2502.0,2,25.9,0
96.2,102.7,0.829,2.9,96.0,106.3,1030.4,0,30.4,0
41.2,63.9,0.848,0.9,69.6,861.0,521.3,2,68.6,1
2.0,89.7,0.526,4.6,32.4,91.1,466.7,2,23.8,0
45.3,105.8,0.456,2.4,113.1,90.2,90.8,3,58.3,1
151.2,92.1,0.523,1.9,41.2,19.5,2080.2,0,82.3,1
54.6,65.8,0.693,19.9,72.8,1148.0,768.2,2,90.8,0
305.2,63.4,0.725,14.2,72.2,886.3,521.9,4,49.3,1
46.0,68.9,0.636,10.9,45.4,427.1,814.4,2,57.7,0
16.3,76.5,0.813,1.6,115.0,359.4,2099.4,0,81.5,0
37.3,63.8,0.347,5.8,48.6,422.9,209.7,2,89.9,0
27.6,98.9,0.845,0.7,130.1,930.7,2389.4,1,46.2,0
36.7,74.6,0.705,6.2,58.7,795.3,2783.6,0,43.2,0
44.8,106.5,0.611,4.8,63.8,226.3,3568.4,1,51.1,0
36.7,101.3,0.706,5.7,71.4,213.1,658.0,2,35.3,0
25.7,105.0,0.491,10.6,45.6,122.6,343.8,1,83.8,0
35.5,71.2,0.738,1.9,83.6,794.1,611.4,2,40.5,1
111.5,86.6,0.667,17.0,35.8,918.4,535.8,2,51.0,0
248.5,72.7,0.888,24.1,82.7,321.7,282.5,2,40.6,1
65.1,69.1,0.789,22.7,70.9,30.0,1171.5,2,24.5,0
29.5,88.4,0.686,16.5,70.7,103.2,826.9,1,63.5,0
94.2,100.0,0.606,0.9,114.2,1161.6,2459.2,3,62.0,0
50.3,60.1,0.711,12.2,128.8,358.1,89.2,0,38.6,0
74.7,70.2,0.958,20.1,73.1,924.2,1288.9,5,17.5,0
31.9,66.3,0.459,6.7,60.4,751.5,1777.4,0,89.9,0
172.0,98.9,0.604,5.5,91.7,461.4,1760.0,3,43.4,1
125.2,106.3,0.624,0.8,131.3,250.8,2656.6,2,58.1,0
42.7,59.4,0.556,3.4,112.0,150.1,1616.9,4,26.5,0
68.2,75.9,0.623,16.8,30.1,739.9,3204.1,3,35.1,0
40.2,105.3,0.424,19.1,89.8,930.7,535.3,2,49.8,0
17.6,74.0,0.866,19.8,158.8,774.5,889.5,3,60.0,0
3.2,94.2,0.822,12.8,72.7,638.7,67.0,4,83.3,1
308.5,60.5,0.896,4.1,84.5,55.1,58.4,6,38.2,1
7.7,79.4,0.91,10.3,63.8,1162.3,379.5,4,84.7,1
151.2,82.7,0.784,19.3,92.2,959.5,177.5,5,51.7,1
45.3,96.7,0.886,4.8,46.7,354.9,411.7,0,49.6,0
321.4,70.9,0.825,1.3,58.3,1176.1,283.8,2,46.7,1
37.7,69.5,0.95,16.9,121.1,724.2,84.7,1,85.9,0
119.0,71.7,0.393,2.8,43.7,701.0,2930.3,3,35.1,1
304.7,85.6,0.571,2.7,150.0,898.9,59.9,3,83.6,1
168.3,103.2,0.235,3.5,66.6,975.1,1648.5,2,22.1,1
284.7,100.7,0.894,0.8,102.6,789.5,248.1,3,91.4,1
158.2,58.2,0.684,1.3,68.4,158.1,2969.6,1,55.2,1
117.0,103.3,0.775,3.8,89.5,409.2,2729.6,7,94.9,0
118.6,60.2,0.349,7.4,147.0,1114.1,1323.2,5,63.6,1
66.5,77.8,0.835,5.6,34.3,273.4,1388.5,1,24.4,0
60.1,97.1,0.143,14.7,140.6,449.7,56.4,7,19.9,1
41.1,59.5,0.518,16.4,100.3,521.3,5079.4,1,30.5,0
54.9,57.2,0.554,4.3,114.8,530.1,2572.8,2,48.7,0
37.2,73.1,0.935,7.5,32.5,737.5,2755.8,4,74.8,0
35.8,95.1,0.905,1.0,127.8,1132.0,1341.9,0,15.1,0
42.4,83.7,0.698,4.6,42.3,292.6,557.4,1,35.6,1
156.2,77.9,0.707,2.9,155.3,150.2,2739.2,1,62.0,1
162.8,99.7,0.447,13.0,132.9,241.0,463.6,1,38.8,1
21.0,97.2,0.443,10.9,91.5,1064.9,1042.6,1,43.6,0
24.7,98.2,0.795,4.2,149.8,776.7,176.1,5,39.1,1
105.9,80.3,0.438,4.6,47.8,346.7,3110.6,2,91.3,0
62.5,56.1,0.554,16.7,158.9,980.1,232.1,0,20.3,0
290.4,64.5,0.805,23.3,121.8,1034.3,355.7,0,87.6,1
102.3,95.8,0.636,18.6,38.3,1016.6,1030.1,2,40.9,0
33.1,96.4,0.739,1.5,97.4,1103.1,1783.2,3,34.7,1
22.7,108.5,0.825,2.7,121.0,306.4,1209.1,4,85.7,1
139.0,65.5,0.844,8.7,107.8,907.3,367.0,3,38.0,1
88.4,61.8,0.757,4.4,82.2,555.3,51.1,0,94.0,1
41.1,62.6,0.918,3.3,58.5,1011.2,1748.4,1,58.8,0
138.4,65.2,0.448,0.6,57.2,875.5,5106.3,5,53.1,1
112.5,84.1,0.359,4.1,150.1,932.9,2042.3,1,93.1,0
26.1,108.6,0.415,24.4,56.7,789.1,789.9,0,33.1,0
161.0,87.4,0.852,1.4,154.9,217.0,2859.2,1,87.7,1
26.5,83.7,0.487,3.6,53.4,656.3,682.8,2,62.3,0
94.8,92.0,0.62,1.8,76.9,1181.7,943.2,0,75.4,0
194.8,59.1,0.242,3.6,26.7,1125.2,828.1,1,61.6,1
73.0,99.8,0.577,4.4,146.9,56.6,762.2,2,64.5,0
139.2,90.6,0.174,7.3,39.1,202.0,1841.0,6,27.4,1
91.0,64.4,0.183,2.0,73.2,162.4,947.8,3,27.1,1
45.0,89.7,0.62,9.3,138.7,872.5,507.0,2,46.8,0
15.4,87.8,0.559,18.0,131.9,982.3,408.3,0,42.7,0
41.9,58.6,0.922,17.8,138.6,260.1,96.2,5,72.0,1
169.1,69.7,0.507,19.2,148.4,609.5,1100.2,1,72.8,1
79.3,76.5,0.786,5.8,148.0,1009.6,363.6,2,60.1,0
93.0,68.5,0.716,3.5,129.0,880.7,242.4,3,47.2,1
20.5,68.4,0.43,18.8,103.6,653.0,1323.0,1,69.1,0
79.0,86.5,0.558,18.0,100.8,710.5,1421.9,0,70.0,0
11.8,80.9,0.672,1.4,26.7,612.5,1723.9,3,79.7,0
25.3,91.7,0.513,1.4,122.5,360.6,890.4,1,79.9,0
138.1,107.6,0.764,17.9,55.6,680.2,2743.8,1,20.6,0
163.9,91.3,0.785,12.7,136.9,828.2,3355.1,3,44.9,1
117.0,87.0,0.743,4.6,99.8,1048.6,2026.4,3,48.6,0
16.1,101.6,0.722,4.5,158.3,765.4,1261.4,4,82.8,0
21.1,89.8,0.536,2.1,53.4,914.5,484.4,3,55.1,1
38.2,64.1,0.546,5.0,122.7,196.3,4935.6,3,54.1,0
24.4,72.3,0.769,2.0,98.9,556.6,434.5,1,59.3,1
121.9,95.3,0.228,1.4,150.8,16.2,321.8,1,25.2,1
30.2,95.6,0.329,19.1,60.9,299.8,750.4,0,60.2,0
160.1,109.3,0.941,15.1,33.0,873.1,120.2,0,59.1,1
30.6,89.5,0.845,19.0,98.4,1190.2,4657.3,1,75.4,0
32.8,104.5,0.7,2.9,95.4,123.5,1115.3,1,65.7,0
234.5,58.0,0.66,13.7,67.1,484.8,1026.9,2,91.4,1
